Incident ID;Agency;Offense;Street;City;State;Longitude;Latitude;Forcible;maps;Date of Report;Hour of Report;Date of Occurence;Hour of Occurence;Date Found;Hour Found;Apartment;Zipcode;Reported As;Premise Description;Victim Age;Weapon Description;Victim Race;Victim Gender 
141234;CHPD;LOST PROPERTY;100 E FRANKLIN ST;CHAPEL HILL;NC;-79.05542354;35.91310762;N;35.91310762, -79.05542354;2017-03-05;11:35:00;2017-03-04;18:00:00;2017-03-05;2:00:00;;27514;ADMINISTRATIVE;HIGHWAY/ROAD/STREET  ETC.;23.0;NOT APPLICABLE/NONE;W;F
141211;CHPD;ASSIST EMS;100 CHERRYWOOD CIR;CHAPEL HILL;NC;-79.02191469;35.94880229;N;35.94880229, -79.02191469;2017-03-04;21:29:00;2017-03-04;18:30:00;2017-03-04;21:29:00;;27514;LE ASSISTANCE;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;W;M
141181;CHPD;LARCENY FROM BUILDING;2701 HOMESTEAD RD;CHAPEL HILL;NC;-79.06216213;35.9507176;Y;35.9507176, -79.06216213;2017-03-04;10:05:00;2017-03-03;18:15:00;2017-03-04;9:45:00;;27516;THEFT/LARCENY;OTHER RETAIL ESTABLISHMENT;;UNKNOWN/NOT STATED;;
139751;CHPD;SPEED SATURATION PATROL;1114 S COLUMBIA ST at NC 54;CHAPEL HILL;NC;-79.05786133;35.89458084;N;35.89458084, -79.05786133;2017-02-02;22:23:00;2017-02-02;21:00:00;2017-02-02;22:15:00;;27516;MISC OFFICER IN;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139730;CHPD;DISORDERLY CONDUCT;1860 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05878526;35.96665966;N;35.96665966, -79.05878526;2017-02-02;17:15:00;2017-02-02;17:15:00;2017-02-02;17:15:00;;27514;THEFT/LARCENY;CONVENIENCE STORE;;NOT APPLICABLE/NONE;;
139624;CHPD;TRAFFIC STOP;503 W ROSEMARY ST;CHAPEL HILL;NC;-79.06432664;35.91103727;N;35.91103727, -79.06432664;2017-02-01;10:32:00;2017-02-01;10:31:00;2017-02-01;10:32:00;;27516;TRAFFIC STOP;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139541;CHPD;RIDE ALONG;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05292697;35.92695367;;35.92695367, -79.05292697;2017-01-30;19:05:00;2017-01-30;19:05:00;2017-01-30;19:05:00;;27514;MISC OFFICER IN;GOVERNMENT/PUBLIC BUILDING;;NOT APPLICABLE/NONE;;
139441;CHPD;ALCOHOL VIOLATIONS;216 E ROSEMARY ST;CHAPEL HILL;NC;-79.05170179;35.91565893;N;35.91565893, -79.05170179;2017-01-29;23:59:59;2017-01-29;23:59:59;2017-01-29;23:59:59;;27514;DISTURBANCE/NUI;HOME OF OFFENDER - OTHER DWELL;;NOT APPLICABLE/NONE;;
139433;CHPD;DIRECTED PATROL-SPEED SATURATION;100 E FRANKLIN ST at W FRANKLIN ST;CHAPEL HILL;NC;-79.05542354;35.91310762;N;35.91310762, -79.05542354;2017-01-28;19:18:00;2017-01-28;19:18:00;2017-01-28;19:18:00;BLK;27514;MISC OFFICER IN;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139436;CHPD;TRESPASSING;402 SYKES ST;CHAPEL HILL;NC;-79.06549013;35.91508876;N;35.91508876, -79.06549013;2017-01-28;23:17:00;2017-01-28;23:17:00;2017-01-28;23:17:00;B;27516;BURGLARY/HOME I;OTHER RESIDENCE - OTHER DWELLING;40.0;NOT APPLICABLE/NONE;W;M
139376;CHPD;DEATH INVESTIGATION;130 S ESTES DR;CHAPEL HILL;NC;-79.03178581;35.92628593;N;35.92628593, -79.03178581;2017-01-27;17:08:00;2017-01-27;17:08:00;2017-01-27;17:08:00;G4;27514;CARDIAC ARREST;HOME OF VICTIM - OTHER DWELLING;44.0;NOT APPLICABLE/NONE;W;M
139371;CHPD;LARCENY OF BASKETBALL GOAL;1708 MICHAUX RD;CHAPEL HILL;NC;-79.03467851;35.93821389;N;35.93821389, -79.03467851;2017-01-27;17:57:00;2017-01-27;8:00:00;2017-01-27;16:00:00;;27514;THEFT/LARCENY;HOME OF VICTIM - SINGLE FAMILY;49.0;PERSONAL WEAPONS (HANDS  FEET;W;M
139339;CHPD;LOUD MUSIC/PARTY;101 STINSON ST;CHAPEL HILL;NC;-79.05892379;35.91954213;N;35.91954213, -79.05892379;2017-01-27;9:26:00;2017-01-27;9:26:00;2017-01-27;9:26:00;A;27516;PUBLIC SERVICE;HOME OF VICTIM - OTHER DWELLING;25.0;NOT APPLICABLE/NONE;W;M
139375;CHPD;BARKING DOGS;101 CULBRETH PARK DR;CHAPEL HILL;NC;-79.06406935;35.89156495;N;35.89156495, -79.06406935;2017-01-27;20:39:00;2017-01-27;20:39:00;2017-01-27;20:39:00;;27516;ANIMAL;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139314;CHPD;INVOLUNTARY COMMITMENT-NON CRIMINAL DETAINMENT;XX XX;CHAPEL HILL;NC;;;N;;2017-01-26;15:12:00;2017-01-26;15:12:00;2017-01-26;15:12:00;;27517;LE ASSISTANCE;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;W;F
139290;CHPD;COMMUNICATING THREATS -INTIMIDATION  NON PHYSICAL THREAT;237 S ELLIOTT RD;CHAPEL HILL;NC;-79.02656845;35.9324563;N;35.9324563, -79.02656845;2017-01-26;9:37:00;2017-01-25;12:00:00;2017-01-25;15:30:00;;27514;MISC OFFICER IN;RESTAURANT;33.0;NOT APPLICABLE/NONE;W;F
139307;CHPD;DVPO VIOLATION;1060 NC 54;CHAPEL HILL;NC;-79.06515375;35.89867045;N;35.89867045, -79.06515375;2017-01-26;14:56:00;2017-01-26;14:45:00;2017-01-26;14:46:00;D3;27516;PUBLIC SERVICE;PARKING LOT/AREA;45.0;NOT APPLICABLE/NONE;W;F
139239;CHPD;VANDALISM / DAMAGE TO PROPERTY (WILLFUL);306 COLONY WOODS DR;CHAPEL HILL;NC;-79.00219764;35.93714678;N;35.93714678, -79.00219764;2017-01-24;20:14:00;2017-01-24;20:14:00;2017-01-24;20:14:00;;27517;DAMAGE/VANDALIS;HOME OF VICTIM - SINGLE FAMILY;65.0;NOT APPLICABLE/NONE;W;F
139166;CHPD;DIRECTED PATROL;HONEYSUCKLE RD;CHAPEL HILL;;;;;;2017-01-23;13:01:00;2017-01-23;13:01:00;2017-01-23;13:01:00;;;MISC OFFICER IN;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139108;CHPD;INVOLUNTARY COMMITMENT-NON CRIMINAL DETAINMENT;XX XX;CHAPEL HILL;NC;;;N;;2017-01-21;21:06:00;2017-01-21;21:00:00;2017-01-21;21:06:00;;27514;SUICIDE ATTEMPT;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;W;M
140316;CHPD;LARCENY- ALL OTHER;500 WEAVER DAIRY RD;CHAPEL HILL;NC;-79.02856645;35.96062746;N;35.96062746, -79.02856645;2017-02-14;14:14:00;2017-02-13;12:25:00;2017-02-13;13:30:00;;27514;THEFT/LARCENY;SCHOOL/COLLEGE;;NOT APPLICABLE/NONE;W;F
140298;CHPD;DISPUTE BETWEEN NEIGHBORS;5639 OLD CHAPEL HILL RD;DURHAM;NC;-79.00180054;35.94472122;N;35.94472122, -79.00180054;2017-02-13;20:18:00;2017-02-13;15:00:00;2017-02-13;20:18:00;413;27707;DISTURBANCE/NUI;HOME OF OFFENDER - SINGLE FAMI;48.0;NOT APPLICABLE/NONE;W;M
140285;CHPD;DEATH INVESTIGATION;1250 EPHESUS CHURCH RD;CHAPEL HILL;NC;-79.0228007;35.932999;N;35.932999, -79.0228007;2017-02-13;9:37:00;2017-02-13;9:37:00;2017-02-13;9:37:00;N6;27517;MISC OFFICER IN;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;;M
142217;CHPD;TOWED VEHICLE;311 W FRANKLIN ST;CHAPEL HILL;NC;-79.06016076;35.91127554;N;35.91127554, -79.06016076;2017-03-27;2:36:00;2017-03-26;20:30:00;2017-03-27;2:36:00;;27516;THEFT/LARCENY;PARKING LOT/AREA;27.0;NOT APPLICABLE/NONE;B;M
142188;CHPD;LOUD MUSIC/PARTY;105 STEPHENS ST;CHAPEL HILL;NC;-79.05768885;35.91735222;N;35.91735222, -79.05768885;2017-03-26;23:59:59;2017-03-26;23:59:59;2017-03-26;23:59:59;A;27516;DISTURBANCE/NUI;HOME OF OFFENDER - OTHER DWELL;;NOT APPLICABLE/NONE;;
142189;CHPD;VOLUNTARY MENTAL COMMITMENT;XX XX;CHAPEL HILL;NC;;;N;;2017-03-25;23:55:00;2017-03-25;23:55:00;2017-03-25;23:55:00;;27514;SUICIDE ATTEMPT;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;B;F
142027;CHPD;IDENTITY THEFT;2430 HONEYSUCKLE RD;CHAPEL HILL;NC;-79.02513696;35.95173696;N;35.95173696, -79.02513696;2017-03-22;13:25:00;2017-02-15;0;2017-03-15;0;;27514;THEFT/LARCENY;HOME OF VICTIM - SINGLE FAMILY;48.0;NOT APPLICABLE/NONE;W;F
141977;CHPD;IDENTITY THEFT;405 PRESQUE ISLE LN;CHAPEL HILL;NC;-79.01669124;35.95068374;;35.95068374, -79.01669124;2017-03-21;12:52:00;2017-03-01;9:00:00;2017-03-21;11:00:00;;27514;FRAUD OR DECEPT;HOME OF VICTIM - SINGLE FAMILY;29.0;NOT APPLICABLE/NONE;W;M
142009;CHPD;CCW-POSS/CONCEALING WEAPONS;625 E FRANKLIN ST at PARK PLACE LN;CHAPEL HILL;NC;-79.04383599;35.91781537;N;35.91781537, -79.04383599;2017-03-22;2:31:00;2017-03-22;2:31:00;2017-03-22;2:31:00;;27514;TRAFFIC STOP;HIGHWAY/ROAD/STREET  ETC.;;HANDGUN;;
139009;CHPD;LARCENY FROM MOTOR VEHICLE;100 BLK SHEFFIELD CIR;CHAPEL HILL;NC;;;N;;2017-01-19;16:48:00;2017-01-19;14:57:00;2017-01-19;16:02:00;;27517;THEFT/LARCENY;HIGHWAY/ROAD/STREET  ETC.;42.0;NOT APPLICABLE/NONE;W;M
138937;CHPD;B&E    LARCENY F/VEHICLE;1 EUROPA DR;CHAPEL HILL;NC;-79.01736105;35.94125513;Y;35.94125513, -79.01736105;2017-01-17;22:31:00;2017-01-17;16:00:00;2017-01-17;22:30:00;;27514;THEFT/LARCENY;PARKING LOT/AREA;51.0;BLUNT OBJECT (CLUB  HAMMER  ETC.);W;M
138742;CHPD;ASSIST EMS;321 BROOKS ST;CHAPEL HILL;NC;-79.06244913;35.91589743;N;35.91589743, -79.06244913;2017-01-14;23:59:59;2017-01-14;23:59:59;2017-01-14;23:59:59;;27516;OVERDOSE;OTHER RESIDENCE - OTHER DWELLING;;NOT APPLICABLE/NONE;W;F
138657;CHPD;ALCOHOL VIOLATIONS;100 W ROSEMARY ST;CHAPEL HILL;NC;-79.05665128;35.91419305;N;35.91419305, -79.05665128;2017-01-12;11:36:00;2017-01-12;11:36:00;2017-01-12;11:36:00;;27516;MISC OFFICER IN;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
138660;CHPD;SECURITY SURVEY;130 E LONGVIEW ST;CHAPEL HILL;NC;-79.05810675;35.92011585;;35.92011585, -79.05810675;2017-01-12;14:14:00;2017-01-12;14:14:00;2017-01-12;14:14:00;Q;27516;MISC OFFICER IN;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;;
138632;CHPD;ASSIST EMS;125 ASHLEY FOREST RD;CHAPEL HILL;NC;-79.05686002;35.94469793;N;35.94469793, -79.05686002;2017-01-11;19:56:00;2017-01-11;19:50:00;2017-01-11;19:55:00;;27514;UNKNOWN LE;HOME OF VICTIM - OTHER DWELLING;20.0;NOT APPLICABLE/NONE;B;F
141493;CHPD;SUSPICIOUS CONDITION;426 W CAMERON AVE;CHAPEL HILL;NC;-79.06023081;35.90880719;N;35.90880719, -79.06023081;2017-03-11;4:52:00;2017-03-11;4:50:00;2017-03-11;4:51:00;;27516;SUSPICIOUS/WANT;OTHER RESIDENCE - OTHER DWELLING;22.0;NOT APPLICABLE/NONE;W;M
141464;CHPD;CREDIT CARD FRAUD;1710 E FRANKLIN ST;CHAPEL HILL;NC;-79.02684576;35.93587628;N;35.93587628, -79.02684576;2017-03-10;14:15:00;2017-03-10;14:15:00;2017-03-10;14:15:00;;27514;INFO MESSAGE;SERVICE/GAS STATION;58.0;NOT APPLICABLE/NONE;W;M
141340;CHPD;INFORMATION;113 PINEGATE CIR;CHAPEL HILL;NC;-79.01021822;35.94709535;N;35.94709535, -79.01021822;2017-03-08;2:24:00;2017-03-08;2:20:00;2017-03-08;2:24:00;10;27514;BURGLARY/HOME I;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;;
141371;CHPD;SOLICITING COMPLAINTS;22 KENDALL DR;CHAPEL HILL;NC;-79.01969259;35.91603576;N;35.91603576, -79.01969259;2017-03-08;17:54:00;2017-03-08;17:54:00;2017-03-08;17:54:00;;27517;SUSPICIOUS/WANT;HOME OF VICTIM - SINGLE FAMILY;;NOT APPLICABLE/NONE;W;M
141349;CHPD;DOMESTIC SIMPLE  ASSAULT;1602 E FRANKLIN ST;CHAPEL HILL;NC;-79.02950201;35.93372275;Y;35.93372275, -79.02950201;2017-03-08;11:23:00;2017-03-08;11:00:00;2017-03-08;11:01:00;;27514;PUBLIC SERVICE;HIGHWAY/ROAD/STREET  ETC.;24.0;PERSONAL WEAPONS (HANDS  FEET;B;F
141220;CHPD;LOST PROPERTY;W FRANKLIN ST at N COLUMBIA ST;CHAPEL HILL;NC;;;N;;2017-03-05;2:12:00;2017-03-05;2:12:00;2017-03-05;2:12:00;;;INFO MESSAGE;HIGHWAY/ROAD/STREET  ETC.;19.0;NOT APPLICABLE/NONE;W;F
141174;CHPD;LOST PROPERTY;100 E FRANKLIN ST;CHAPEL HILL;NC;-79.05542354;35.91310762;;35.91310762, -79.05542354;2017-03-04;2:02:00;2017-03-04;1:50:00;2017-03-04;2:02:00;;27514;THEFT/LARCENY;BAR/NIGHTCLUB/LOUNGE;30.0;NOT APPLICABLE/NONE;W;M
141050;CHPD;LOUD MUSIC/PARTY/OTHER NOISE;216 MAY CT;CHAPEL HILL;NC;-79.03153024;35.93904318;;35.93904318, -79.03153024;2017-03-01;12:24:00;2017-03-01;12:24:00;2017-03-01;12:24:00;;27514;DISTURBANCE/NUI;OTHER RESIDENCE - SINGLE FAMILY DWELLING;42.0;NOT APPLICABLE/NONE;W;M
140103;CHPD;SIMPLE POSSESSION OF MARIJUANA;201 S ESTES DR;CHAPEL HILL;NC;-79.0297071;35.92785452;N;35.92785452, -79.0297071;2017-02-10;20:28:00;2017-02-10;20:25:00;2017-02-10;20:28:00;;27514;TRESPASSING/UNW;OTHER RETAIL ESTABLISHMENT;;NOT APPLICABLE/NONE;;
140094;CHPD;HARASSMENT;728 PRITCHARD AVE EXT;CHAPEL HILL;NC;-79.06105804;35.92006683;N;35.92006683, -79.06105804;2017-02-10;17:28:00;2017-02-10;17:28:00;2017-02-10;17:28:00;;27516;DISTURBANCE/NUI;OTHER RESIDENCE - OTHER DWELLING;21.0;NOT APPLICABLE/NONE;B;F
140031;CHPD;B&E RESIDENCE-FORCE;106 LEGION RD;CHAPEL HILL;NC;-79.0102327;35.9426424;Y;35.9426424, -79.0102327;2017-02-09;17:27:00;2017-02-09;9:30:00;2017-02-09;17:20:00;;27514;BURGLARY/HOME I;HOME OF VICTIM - SINGLE FAMILY;32.0;PERSONAL WEAPONS (HANDS  FEET;W;F
140035;CHPD;DOMESTIC DISTURBANCE/NO ASSAULT;103 HILLSPRING LN;CHAPEL HILL;NC;-79.07117931;35.88998668;N;35.88998668, -79.07117931;2017-02-09;21:39:00;2017-02-09;21:20:00;2017-02-09;21:39:00;;27516;DOMESTIC DISTUR;HOME OF VICTIM - SINGLE FAMILY;53.0;NOT APPLICABLE/NONE;W;M
139997;CHPD;LOST PROPERTY;201 S ESTES DR;CHAPEL HILL;NC;-79.0297071;35.92785452;N;35.92785452, -79.0297071;2017-02-08;17:31:00;2017-02-08;12:00:00;2017-02-08;17:31:00;;27514;THEFT/LARCENY;OTHER RETAIL ESTABLISHMENT;21.0;NOT APPLICABLE/NONE;B;F
139966;CHPD;TRESPASSING;201 S ESTES DR;CHAPEL HILL;NC;-79.0297071;35.92785452;N;35.92785452, -79.0297071;2017-02-07;19:26:00;2017-02-07;19:26:00;2017-02-07;19:26:00;;27514;TRESPASSING/UNW;OTHER RETAIL ESTABLISHMENT;;NOT APPLICABLE/NONE;;
139852;CHPD;HARASSMENT;1412 ARBORGATE CIR;CHAPEL HILL;NC;-79.01163287;35.94968808;N;35.94968808, -79.01163287;2017-02-05;23:55:00;2017-02-05;23:55:00;2017-02-05;23:55:00;;27514;SUSPICIOUS/WANT;HOME OF VICTIM - OTHER DWELLING;52.0;NOT APPLICABLE/NONE;B;F
139845;CHPD;COMMUNICATING THREATS -INTIMIDATION  NON PHYSICAL THREAT;140 FORSYTH DR;CHAPEL HILL;NC;-79.01268919;35.93893814;N;35.93893814, -79.01268919;2017-02-05;18:01:00;2017-02-05;14:05:00;2017-02-05;14:05:00;B;27517;DISTURBANCE/NUI;BEHIND BUILDING/ALLEY;;NOT APPLICABLE/NONE;B;M
139807;CHPD;INFORMATION;201 S ESTES DR;CHAPEL HILL;NC;-79.0297071;35.92785452;N;35.92785452, -79.0297071;2017-02-03;20:30:00;2017-02-03;20:30:00;2017-02-03;20:30:00;;27514;MISC OFFICER IN;GROCERY/SUPERMARKET;;NOT APPLICABLE/NONE;;
142006;CHPD;LARCENY FROM MOTOR VEHICLE;315 BROOKS ST;CHAPEL HILL;NC;-79.06194235;35.91613304;N;35.91613304, -79.06194235;2017-03-21;23:38:00;2017-03-21;21:30:00;2017-03-21;23:38:00;;27516;THEFT/LARCENY;HIGHWAY/ROAD/STREET  ETC.;20.0;NOT APPLICABLE/NONE;W;M
141954;CHPD;K-9 SNIFF OF SUSPICIOUS VEHICLE;998 US 15 501 S at ARLEN PARK DR;CHAPEL HILL;NC;-79.0614624;35.88567734;N;35.88567734, -79.0614624;2017-03-20;22:54:00;2017-03-20;22:53:00;2017-03-20;22:54:00;;27516;TRAFFIC STOP;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
141807;CHPD;SUSPICIOUS PACKAGE;101 BANKS DR;CHAPEL HILL;NC;-79.05500737;35.96367507;N;35.96367507, -79.05500737;2017-03-17;9:29:00;2017-03-17;9:29:00;2017-03-17;9:29:00;;27514;BOMB FOUND/SUSP;FINANCIAL INSTITUTION;;NOT APPLICABLE/NONE;;
141830;CHPD;TRESPASSING;306 W FRANKLIN ST;CHAPEL HILL;NC;-79.06006619;35.91208435;N;35.91208435, -79.06006619;2017-03-17;19:30:00;2017-03-17;19:30:00;2017-03-17;19:30:00;;27516;DISTURBANCE/NUI;RESTAURANT;;NOT APPLICABLE/NONE;;
141822;CHPD;COMMUNICATING THREATS -INTIMIDATION;308 W FRANKLIN ST;CHAPEL HILL;NC;-79.06022432;35.91184253;N;35.91184253, -79.06022432;2017-03-17;15:05:00;2017-03-17;14:55:00;2017-03-17;15:05:00;;27516;HARASSMENT/STAL;RESTAURANT;25.0;NOT APPLICABLE/NONE;W;F
141766;CHPD;DRUG COMPLAINT;101 STINSON ST;CHAPEL HILL;NC;-79.05892379;35.91954213;N;35.91954213, -79.05892379;2017-03-16;22:24:00;2017-03-16;22:24:00;2017-03-16;22:24:00;A;27516;DRUGS;HOME OF OFFENDER - OTHER DWELL;;NOT APPLICABLE/NONE;;
141749;CHPD;TRESPASSING;106 N GRAHAM ST;CHAPEL HILL;NC;-79.06429124;35.91058373;N;35.91058373, -79.06429124;2017-03-16;12:07:00;2017-03-16;12:00:00;2017-03-16;12:01:00;;27516;DISTURBANCE/NUI;OTHER NON-RESIDENTIAL BUILDING;;NOT APPLICABLE/NONE;;
141756;CHPD;DAMAGE TO PROPERTY(NON-CRIMINAL);103 MARIN PL;CHAPEL HILL;NC;-79.0667138;35.89586486;Y;35.89586486, -79.0667138;2017-03-16;14:30:00;2017-03-13;9:00:00;2017-03-16;14:30:00;;27516;;HOME OF VICTIM - SINGLE FAMILY;41.0;NOT APPLICABLE/NONE;W;F
141681;CHPD;DRUG VIOLATIONS;1250 EPHESUS CHURCH RD;CHAPEL HILL;NC;-79.0228007;35.932999;;35.932999, -79.0228007;2017-03-14;18:54:00;2017-03-14;18:53:00;2017-03-14;18:54:00;C13;27517;DRUGS;HOME OF OFFENDER - OTHER DWELL;;NOT APPLICABLE/NONE;W;M
138570;CHPD;INFORMATION;304 SPRUCE ST;CHAPEL HILL;NC;-79.02023236;35.93061611;N;35.93061611, -79.02023236;2017-01-10;5:22:00;2017-01-10;5:20:00;2017-01-10;5:21:00;;27517;INFO MESSAGE;HOME OF VICTIM - SINGLE FAMILY;;NOT APPLICABLE/NONE;;
138495;CHPD;CHECK ON WELLBEING;201 S ESTES DR;CHAPEL HILL;NC;-79.0297071;35.92785452;N;35.92785452, -79.0297071;2017-01-07;2:12:00;2017-01-07;2:12:00;2017-01-07;2:12:00;;27514;PUBLIC SERVICE;PARKING LOT/AREA;61.0;NOT APPLICABLE/NONE;W;M
138418;CHPD;ABANDONED VEHICLE;11 WHITE OAK DR;DURHAM;NC;-78.99844053;35.94619326;;35.94619326, -78.99844053;2017-01-05;5:42:00;2017-01-05;5:42:00;2017-01-05;5:42:00;;27707;TRAFFIC VIOLATI;HIGHWAY/ROAD/STREET  ETC.;60.0;NOT APPLICABLE/NONE;W;M
138425;CHPD;COMMUNICATING THREATS -INTIMIDATION  NON PHYSICAL THREAT;409 W FRANKLIN ST;CHAPEL HILL;NC;-79.06115133;35.91085841;N;35.91085841, -79.06115133;2017-01-05;9:57:00;2017-01-05;9:57:00;2017-01-05;9:57:00;;27516;DISTURBANCE/NUI;RESTAURANT;53.0;NOT APPLICABLE/NONE;B;M
138361;CHPD;INVOLUNTARY COMMITMENT-NON CRIMINAL DETAINMENT;XX XX;CHAPEL HILL;NC;;;N;;2017-01-04;10:42:00;2017-01-04;10:42:00;2017-01-04;10:42:00;;27514;MISC OFFICER IN;HOME OF VICTIM - SINGLE FAMILY;;NOT APPLICABLE/NONE;W;M
138333;CHPD;VOLUNTARY MENTAL COMMITMENT;XX XX;CHAPEL HILL;NC;;;;;2017-01-03;16:19:00;2017-01-03;16:19:00;2017-01-03;16:19:00;;27516;SUICIDE ATTEMPT;HOME OF VICTIM - SINGLE FAMILY;;NOT APPLICABLE/NONE;B;F
138231;CHPD;ASSIST CITIZEN;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05292697;35.92695367;N;35.92695367, -79.05292697;2017-01-01;16:27:00;2016-12-30;12:00:00;2016-12-30;16:00:00;;27514;PUBLIC SERVICE;HOME OF VICTIM - SINGLE FAMILY;;NOT APPLICABLE/NONE;;
138193;CHPD;LOUD MUSIC/PARTY;1660 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05736115;35.96216988;N;35.96216988, -79.05736115;2017-01-01;2:16:00;2017-01-01;2:16:00;2017-01-01;2:16:00;3;27514;DISTURBANCE/NUI;HOME OF OFFENDER - SINGLE FAMI;;NOT APPLICABLE/NONE;;
140055;CHPD;SUSPICIOUS CONDITION;449 SUMMERWALK CIR;CHAPEL HILL;NC;-79.00828421;35.89547628;N;35.89547628, -79.00828421;2017-02-10;8:21:00;2017-02-08;23:00:00;2017-02-10;7:30:00;;27517;SUSPICIOUS/WANT;PARKING LOT/AREA;25.0;NOT APPLICABLE/NONE;W;M
140024;CHPD;DIRECTED PATROL;828 NEW CASTLE DR;CHAPEL HILL;NC;;;;;2017-02-09;15:25:00;2017-02-09;12:00:00;2017-02-09;12:00:00;;27517;MISC OFFICER IN;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
140005;CHPD;COMMUNITY OUTREACH/SEAWELL ELEMENTARY;9201 SEAWELL SCHOOL RD;CHAPEL HILL;NC;-79.07729764;35.94209101;N;35.94209101, -79.07729764;2017-02-09;9:43:00;2017-02-09;8:30:00;2017-02-09;8:30:00;;27516;INFO MESSAGE;SCHOOL/COLLEGE;;NOT APPLICABLE/NONE;;
139996;CHPD;B&E RESIDENCE NO FORCE;111 COOPER ST;CHAPEL HILL;NC;-79.00837359;35.94273945;N;35.94273945, -79.00837359;2017-02-08;16:11:00;2017-02-07;17:00:00;2017-02-08;16:11:00;;27517;THEFT/LARCENY;HOME OF VICTIM - SINGLE FAMILY;63.0;NOT APPLICABLE/NONE;W;M
139977;CHPD;TRESPASSING;1500 E FRANKLIN ST;CHAPEL HILL;NC;-79.03376903;35.92945427;N;35.92945427, -79.03376903;2017-02-08;4:48:00;2017-02-08;4:48:00;2017-02-08;4:48:00;;27514;DISTURBANCE/NUI;PHARMACY;;NOT APPLICABLE/NONE;;
139854;CHPD;VANDALISM / DAMAGE TO PROPERTY (WILLFUL);701 GOMAINS AVE;CHAPEL HILL;NC;-79.06628022;35.91543316;N;35.91543316, -79.06628022;2017-02-06;8:06:00;2017-02-05;22:00:00;2017-02-06;8:00:00;C;27516;DAMAGE/VANDALIS;HIGHWAY/ROAD/STREET  ETC.;54.0;BLUNT OBJECT (CLUB  HAMMER  ETC.);B;M
139848;CHPD;DOMESTIC SIMPLE  ASSAULT;108 CABERNET DR;CHAPEL HILL;NC;-79.06706423;35.95421855;Y;35.95421855, -79.06706423;2017-02-05;15:42:00;2017-02-05;15:15:00;2017-02-05;15:15:00;;27516;DOMESTIC DISTUR;HOME OF VICTIM - OTHER DWELLING;;PERSONAL WEAPONS (HANDS  FEET;W;F
139806;CHPD;FOOT PATROL;700 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05566439;35.92079513;N;35.92079513, -79.05566439;2017-02-03;23:00:00;2017-02-03;23:00:00;2017-02-03;23:00:00;;27514;MISC OFFICER IN;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
139721;CHPD;COUNTERFEITING-RECEIVING;841 WILLOW DR;CHAPEL HILL;NC;-79.03035344;35.92844182;N;35.92844182, -79.03035344;2017-02-02;14:48:00;2017-02-02;11:34:00;2017-02-02;11:45:00;;27514;FRAUD OR DECEPT;FINANCIAL INSTITUTION;37.0;NOT APPLICABLE/NONE;W;M
139755;CHPD;INFORMATION-SUSPICIOUS CHILD;108 E FRANKLIN ST;CHAPEL HILL;NC;-79.05525024;35.91316473;N;35.91316473, -79.05525024;2017-02-02;22:46:00;2017-02-02;22:46:00;2017-02-02;22:46:00;;27514;ABUSE/ABANDOMEN;PHARMACY;;UNKNOWN/NOT STATED;;
139540;CHPD;INFORMATION;306 N ESTES DR;CHAPEL HILL;NC;-79.03814918;35.93235928;N;35.93235928, -79.03814918;2017-01-30;18:30:00;2017-01-25;18:30:00;2017-01-30;18:30:00;Q10;27514;PUBLIC SERVICE;ALL OTHER;;NOT APPLICABLE/NONE;;
139327;CHPD;ASSIST HIGHWAY PATROL;I 40 E ENT 270 at I 40 E;DURHAM;NC;-78.99604797;35.94734955;;35.94734955, -78.99604797;2017-01-26;22:56:00;2017-01-26;22:56:00;2017-01-26;22:56:00;;;LE ASSISTANCE;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
